date,change facebook settings,change in facebook privacy policy 2016,change in facebook privacy policy channel 13,channel 13 news facebook hoax,channel 13 news facebook privacy hoax,computer privacy issues,computer privacy software,create friend list facebook android,create new google account,deadline tomorrow facebook snopes,facebook account settings username,facebook account settings wrong password,facebook acquaintance list,facebook app download for samsung,facebook app for iphone,facebook app java,facebook deadline tomorrow snopes,facebook download mobile,facebook edit friends list restricted,facebook friends list on profile,facebook friends list order,facebook friends list privacy mobile,facebook friends list privacy,facebook friends privacy settings,facebook full site,facebook hoax 2016,facebook hoax meme,facebook hoaxes snopes,facebook install now,facebook legal disclaimer hoax,facebook login 2,facebook login account open,facebook login mobile,facebook logout button missing,facebook logout url,facebook logout,facebook new privacy settings 2016,facebook photo privacy settings,facebook policy change 2016,facebook privacy 2016,facebook privacy change 2016,facebook privacy change hoax 2016,facebook privacy change october 2016,facebook privacy change snopes,facebook privacy changes 2016 hoax,facebook privacy changes 2016,facebook privacy changes hoax,facebook privacy changes july 2016,facebook privacy changes june 2016,facebook privacy changes october 2016,facebook privacy hoax 2016,facebook privacy hoax october 2016,facebook privacy hoax snopes,facebook privacy notice,facebook privacy policy 2016,facebook privacy policy change 2016,facebook privacy settings 2015,facebook privacy settings 2016,facebook privacy settings change,facebook privacy settings explained,facebook privacy settings friends list,facebook privacy settings guide,facebook privacy settings photos,facebook privacy snopes,facebook privacy statement,facebook profile friends list order meaning,facebook public entity 2016,facebook restricted list edit,facebook restricted list,facebook search by city,facebook search by email,facebook search by phone number,facebook search for people without logging in,facebook search friends by phone number,facebook search login,facebook setting for mobile,facebook setting privacy,facebook settings language,facebook settings page,facebook sign in my account,facebook sign up gmail account,facebook sign up new person,facebook tagged photos privacy,facebook view tracker,fb logout button,google account change password,google account recovery,google account settings,google account sign in,google dashboard,how can i hide friends list on facebook,how can i hide my friend list on facebook in mobile,how can i hide my friends list on facebook mobile,how can i hide my friends list on facebook,how does facebook decide which friends to show on profile page,how others see my facebook mobile,how to add someone to restricted list on facebook,how to block people from seeing tagged photos on facebook,how to block tagged photos on facebook,how to change facebook privacy settings,how to create friends list on facebook app,how to delete facebook friends fast,how to delete feeds on facebook,how to delete friends list on facebook,how to delete smart lists on facebook,how to edit custom list on facebook app,how to edit custom list on facebook mobile,how to edit friends list on facebook mobile,how to hide albums on facebook,how to hide all tagged photos on facebook,how to hide friend list on facebook android,how to hide friend list on facebook from mobile,how to hide friend list on facebook from public,how to hide friends list in facebook,how to hide friends list on facebook 2016,how to hide friends list on facebook mobile,how to hide friends list on facebook samsung,how to hide friends on facebook 2016,how to hide friends on facebook android,how to hide friends on facebook from other friends,how to hide friends on facebook iphone,how to hide friends on facebook mobile,how to hide mutual friends on facebook,how to hide one friend on facebook,how to hide photos of you on facebook,how to hide photos on facebook from everyone,how to hide photos on facebook from public,how to hide photos on facebook,how to hide tagged photos on facebook from certain friends,how to hide tagged photos on facebook timeline,how to hide tagged photos on facebook,how to know who visited my facebook profile not in friends list,how to know who visited my facebook profile recently,how to make a post public on facebook,how to make friends list private on facebook android,how to make my profile picture private on facebook,how to make profile picture unclickable,how to make tagged photos private on facebook timeline,how to make tagged photos private on facebook,how to privacy on facebook,how to see what your facebook profile looks like to others on mobile,how to see who viewed your facebook profile wikianswers,instagram app,instagram download,instagram login with facebook,install facebook,internet memes 2016,internet privacy definition,internet privacy essay,internet privacy issues,internet privacy protection,internet privacy software,internet privacy speech,is facebook making all posts public,is facebook making posts public,is it true about facebook privacy,is the facebook privacy post real 2015,is the facebook privacy post real,is there a real way to see who views your profile on facebook,limited profile facebook,my account google,my facebook friends list hide,old facebook sign in,online privacy issues,personal privacy definition,personal privacy on the internet,personal privacy online,personal privacy rights,personal privacy,privacy definition law,privacy meaning,privacy options definition,privacy options,privacy rights,privacy settings facebook,privacy settings google,reset facebook settings,search facebook without account,snopes facebook 2016,snopes facebook charging 2016,snopes facebook hacker warning,snopes facebook privacy 2016,snopes facebook see who viewed your profile,specific friends on facebook,top 6 friends on facebook,top 9 friends on facebook,verisign class 3 secure server ca  g3,verisign india,verisign reston,verisign symantec,verisign trust seal,verisign wiki,view facebook profile without being friends,view my whatsapp profile,visit the new facebook hoax,wants to share with you on facebook,what does my facebook look like to non friends mobile,what is computer privacy,what is online privacy,what is privacy,what is the facebook privacy hoax,where is my profile on facebook,where is verisign located,who can see my friends on facebook mobile,who can see my posts on facebook,who can see my profile on facebook,who can see what others post on your timeline,who has viewed my facebook profile,who viewed my facebook profile app for android,who viewed my facebook profile the most,you can change the audience for each photo in this album
2011-01-01,180,0,0,0,0,8,8,0,115,0,2,0,2,10,295,60,0,1534,0,71,52,0,27,27,800,0,0,0,2,0,2534,50,2950,0,6,1367,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,4,7,5,18,9,0,0,0,0,5,63,210,39,218,3,4300,7,83,9,46,30,69,2,7,46,3,39,67,87,200,520,12,0,0,2,0,0,0,0,5,21,0,7,0,16,0,0,0,0,7,2,2,0,0,20,0,0,0,0,3,10,3,2,5,6,2,2,0,49,0,0,19,0,0,0,0,3,6,0,2,120,0,0,100,0,0,1525,0,4,2,23,10,9,2,0,0,0,0,0,0,285,667,43,42,8,7,5,12,13,228,6,26,2,29,321,282,17,40,22,0,0,0,0,0,12,2,0,5,13,2,27,10,13,7,0,0,0,0,25,17,389,0,8,0,0,4,42,0,33,0,5,0
2011-02-01,205,0,0,0,0,11,12,0,115,0,2,0,0,17,300,56,0,1500,0,55,71,0,17,31,700,0,0,0,8,0,2367,50,2850,0,11,1500,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,6,2,11,5,4,0,0,0,5,67,243,36,129,4,3800,14,64,9,64,29,55,4,4,37,2,43,67,96,225,480,17,0,0,16,0,0,0,0,2,12,0,4,3,14,0,0,0,0,7,2,2,0,0,24,0,0,0,0,2,7,9,2,10,7,4,0,0,52,0,0,11,0,0,0,0,3,4,0,3,104,0,0,100,0,0,1575,0,8,5,36,19,21,5,0,0,0,0,0,0,270,734,68,37,12,3,6,19,19,223,11,47,0,26,355,263,17,29,16,0,0,0,0,0,13,0,0,10,11,4,16,5,12,7,0,0,0,0,30,15,412,0,12,0,0,4,30,0,29,0,4,0
2011-03-01,188,0,0,0,0,9,9,0,100,0,2,0,0,12,295,60,0,1534,0,62,86,0,16,18,700,0,0,2,4,0,2034,50,2400,0,5,1600,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,4,2,14,5,6,0,0,0,3,63,252,37,18,6,3150,11,57,9,61,29,55,9,7,30,3,43,84,110,250,540,18,0,0,16,0,0,0,0,5,22,2,9,2,13,0,0,0,0,9,2,2,0,0,23,0,0,0,0,2,6,6,6,2,6,2,0,0,43,0,0,13,0,0,0,0,3,3,0,3,107,0,0,100,100,0,1525,0,7,4,31,14,19,2,0,0,0,0,0,0,228,734,77,23,13,7,4,5,12,250,7,37,0,31,396,257,20,30,6,0,0,0,0,0,10,0,0,4,12,2,19,10,11,3,0,0,0,0,16,18,439,0,11,0,0,3,34,0,33,2,2,0
2011-04-01,163,0,0,0,0,4,13,0,100,0,3,0,0,17,327,67,0,1734,2,84,118,0,16,28,4000,0,2,2,8,0,2300,50,2550,0,5,1634,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,7,3,14,0,6,0,0,0,5,68,270,36,16,4,3000,14,66,9,61,36,123,5,4,27,3,48,67,105,300,820,19,0,0,12,0,0,0,0,2,14,2,10,2,15,0,0,0,2,5,3,2,0,0,26,0,2,0,0,2,5,5,2,11,3,2,0,0,39,0,0,11,0,0,0,0,4,5,0,4,126,0,0,100,100,2,1575,0,5,3,28,13,13,3,0,0,0,0,0,0,264,700,72,34,19,8,5,9,20,240,11,36,0,33,413,288,20,24,11,0,0,0,0,2,12,0,0,13,12,2,20,8,8,3,0,0,0,0,16,24,400,0,9,2,0,6,25,0,37,0,3,0
2011-05-01,196,0,0,0,0,14,10,0,129,0,3,0,0,23,322,67,0,1901,2,119,130,0,16,22,4600,0,0,2,2,0,2367,50,2450,2,8,1834,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,7,2,11,0,4,2,0,0,5,64,273,31,14,6,2550,9,50,11,59,29,137,6,4,37,4,39,67,91,250,580,21,0,0,19,0,0,0,0,4,17,2,9,2,24,0,0,0,2,8,4,2,0,0,27,0,2,0,0,4,7,7,5,12,7,5,0,0,58,0,0,15,0,0,0,0,3,4,0,2,91,0,0,150,100,0,1525,0,8,4,22,13,16,2,0,0,0,0,0,2,288,767,73,27,12,8,4,11,17,235,9,29,0,30,388,282,17,30,13,0,0,0,0,2,9,0,0,4,12,4,24,9,15,6,0,3,0,0,10,14,412,0,4,2,0,4,34,0,40,0,4,0
2011-06-01,230,0,0,0,0,10,10,0,165,0,3,0,0,23,327,75,0,2200,2,126,154,0,23,34,3700,0,0,2,7,0,3000,75,3050,2,14,2134,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,31,2,11,3,14,0,4,2,0,2,5,74,261,47,18,3,2750,12,66,11,67,36,205,13,5,17,2,34,67,110,375,800,15,0,0,16,0,0,0,0,2,22,2,6,2,21,0,0,0,2,9,2,2,0,0,50,0,2,0,0,4,11,6,2,11,6,3,0,0,56,0,0,21,0,0,0,0,3,3,0,5,110,0,0,200,100,0,1650,0,4,2,27,12,17,10,0,0,0,0,0,0,297,867,85,41,10,6,2,8,9,208,11,36,0,29,271,288,20,34,15,0,0,0,0,0,11,0,2,6,9,2,14,5,14,18,2,4,0,0,15,10,362,0,8,2,2,5,37,0,25,0,3,0
2011-07-01,417,0,0,0,0,9,7,0,236,0,3,0,0,36,411,119,0,2967,2,109,140,0,23,31,3600,0,0,2,10,0,3334,75,3550,2,10,2567,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,28,0,12,3,11,5,4,4,0,2,3,63,279,38,18,4,3200,22,62,6,72,49,273,13,5,14,2,53,100,137,525,700,18,0,0,18,0,0,0,2,8,20,2,13,2,17,0,0,0,2,10,4,2,0,0,44,0,2,2,0,4,7,6,3,14,8,4,0,0,71,0,0,24,0,0,4,0,10,6,0,2,107,0,0,250,200,0,2175,0,4,2,17,8,7,3,0,0,0,0,0,0,304,1067,95,34,8,8,2,9,18,213,10,40,0,29,292,244,42,36,20,0,0,0,0,0,13,0,2,6,15,2,23,5,13,14,2,2,0,0,15,6,334,0,7,2,2,3,21,0,21,0,2,0
2011-08-01,271,0,0,0,0,9,9,2,243,0,3,0,2,34,379,100,0,3167,2,141,169,2,26,35,4200,0,0,4,9,0,3167,100,3600,2,9,2367,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,11,4,23,5,5,5,0,2,3,67,264,47,18,5,3650,25,64,15,73,53,273,16,12,21,2,53,100,141,550,660,30,0,0,33,0,0,0,2,6,29,2,19,3,26,0,0,0,2,13,7,2,0,0,48,0,2,2,0,2,7,8,4,16,6,4,0,2,81,0,0,21,0,0,0,0,4,5,0,3,155,0,0,200,300,0,2300,0,5,2,14,7,12,2,0,0,0,0,0,0,267,1034,114,42,7,4,6,7,13,183,8,40,0,39,309,357,30,35,21,0,0,0,0,0,13,2,2,7,13,2,22,8,12,8,0,5,0,0,14,13,345,0,5,2,2,5,35,0,26,0,2,0
2011-09-01,371,0,0,0,0,14,6,0,229,0,4,0,12,31,374,108,0,3267,2,110,183,2,34,57,3100,0,0,5,10,0,2967,75,3400,2,14,2400,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,102,0,12,2,59,5,3,4,0,3,49,63,234,51,9,5,5000,16,132,17,71,38,169,19,32,30,3,53,100,123,450,620,35,0,2,26,0,0,2,3,27,60,2,16,2,27,2,0,0,2,13,9,2,0,2,74,0,3,0,0,4,8,13,5,13,6,5,2,2,183,2,0,94,0,0,0,0,8,8,0,12,300,0,0,250,300,0,2225,0,9,2,21,10,12,4,0,0,0,0,0,0,200,1067,98,46,9,2,5,10,14,223,12,53,0,34,367,625,42,39,22,0,0,2,0,0,18,5,3,8,7,3,19,7,6,5,0,4,0,0,32,12,400,0,10,2,2,7,38,0,32,0,5,0
2011-10-01,296,0,0,0,0,9,10,0,222,0,4,0,12,46,516,108,0,3234,2,89,103,2,28,45,3900,0,0,2,4,0,1767,50,2600,2,8,2367,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,81,0,9,2,41,0,3,2,0,7,96,50,210,44,7,6,3400,17,93,13,58,39,114,11,42,7,3,58,84,137,400,680,19,0,2,19,0,2,2,7,33,55,2,37,2,21,4,0,0,2,10,10,2,2,2,44,0,3,0,0,2,11,10,2,15,6,6,2,4,177,2,3,103,0,0,0,0,5,9,0,16,271,0,0,250,300,2,2175,0,3,5,27,12,12,2,0,0,0,0,0,0,152,1001,88,32,14,8,5,6,19,203,14,44,0,33,380,469,23,50,9,0,0,2,0,0,20,3,2,8,8,2,20,7,13,8,0,2,0,0,13,12,384,0,10,0,2,8,33,0,15,0,4,2
